,date,tweet,vader_neg,vader_neu,vader_pos,vader_compound,tweet_clean
2256,6/11/2020,"The income tax rate is reduced by 1 percentage point for taxable income of RM50,001 to RM70,000 benefiting 1.4 million taxpayers. #Budget2021 #Belanjawan2021",0,1,0,0,income tax rate reduced 1 percentage point taxable income rm50001 rm70000 benefiting 14 million taxpayers budget2021 belanjawan2021
2257,6/11/2020,"BPR: Households who have a monthly income of RM2,501-RM4,00 and one child, will receive RM800;  Households who have 2 children or more will receive RM1,200. #KesejahteraanRakyat #Belanjawan2021",0,1,0,0,bpr households monthly income rm2501rm400 one child receive rm800 households 2 children receive rm1200 kesejahteraanrakyat belanjawan2021
2259,6/11/2020,RM1.5bil to be set aside in order to match telco's spending. This will provide free data to users.   #belanjawan2021 #businessunleashed #budget2021 #mahzansulaiman #kitajagakita,0,0.87,0.13,0.5106,rm15bil set aside order match telcos spending provide free data users belanjawan2021 businessunleashed budget2021 mahzansulaiman kitajagakita
2260,6/11/2020,"loan repayment assistance is improved for B40 borrowers and micro enterprises with loan amount up to RM150,000: - Delay monthly installments for 3 months, or - Reduce monthly installments by 50% for 6 months #Belanjawan2021",0.067,0.843,0.09,0.2023,loan repayment assistance improved b40 borrowers micro enterprises loan amount rm150000 delay monthly installments 3 months reduce monthly installments 50 6 months belanjawan2021
2261,6/11/2020,KWSP account 1 can now be withdraw. RM 500/ month for a period of 12 month. #Belanjawan2021 Yay or Nay? 🤷🏻‍♂️,0,0.841,0.159,0.5267,kwsp account 1 withdraw rm 500 month period 12 month belanjawan2021 yay nay 🤷🏻‍♂️
2263,6/11/2020,- Oohh additional 3 months for PERKESO SIP / SOCSO EIS  #Belanjawan2021 #Budget2021,0,1,0,0,oohh additional 3 months perkeso sip socso eis belanjawan2021 budget2021
2264,6/11/2020,"The theme of Budget 2021 is “Teguh Kita, Menang Bersama” (In our strength lies our collective victory) #Budget2021 #BudgetDay #Belanjawan2021 #BernamaBudget21  https://t.co/dKPH25pSK7",0.108,0.769,0.123,0.1027,theme budget 2021 teguh kita menang bersama strength lies collective victory budget2021 budgetday belanjawan2021 bernamabudget21
2265,6/11/2020,"The theme of Budget 2021 is “Teguh Kita, Menang Bersama” (In our strength lies our collective victory) #Budget2021 #BudgetDay #Belanjawan2021 #BernamaBudget21  https://t.co/O4vaJm7avq",0.108,0.769,0.123,0.1027,theme budget 2021 teguh kita menang bersama strength lies collective victory budget2021 budgetday belanjawan2021 bernamabudget21
2266,6/11/2020,students tak dapat pape ke?🥺 #Belanjawan2021,0,1,0,0,students tak dapat pape ke🥺 belanjawan2021
2267,6/11/2020,"Maximum RM6,000 withdrawal from account 1 #Belanjawan2021",0,0.82,0.18,0.0258,maximum rm6000 withdrawal account 1 belanjawan2021
2268,6/11/2020,It bothers me that they are too lazy to clap their hands so they hit their tables instead. Ingat kat stadium ke?!? #Belanjawan2021,0.191,0.809,0,-0.6062,bothers lazy clap hands hit tables instead ingat kat stadium ke belanjawan2021
2270,6/11/2020,The number highlight in yellow is 2021 budget for Election Commission. The one in red is actual spending in 2018. #Belanjawan2021  https://t.co/ZVjiyJexCE,0,0.844,0.156,0.4019,number highlight yellow 2021 budget election commission one red actual spending 2018 belanjawan2021
2271,6/11/2020,#Belanjawan2021 Increased assistance for OKUs who aren't able to work from RM250 to RM300 per month  https://t.co/pYhxHWznKw,0,0.884,0.116,0.2732,belanjawan2021 increased assistance okus arent able work rm250 rm300 per month
2273,6/11/2020,-You can lower your KWSP from 11% to 9% for more take home pay. - You can take out money from KWSP - Rm500/mth for 12 months. #Belanjawan2021 #Budget2021,0.134,0.866,0,-0.4336,lower kwsp 11 9 take home pay take money kwsp rm500mth 12 months belanjawan2021 budget2021
2274,6/11/2020,Watcing rn #Belanjawan2021,0,1,0,0,watcing rn belanjawan2021
2275,6/11/2020,Just hoping students will get some coins hahahahhaha . Y'all im broke tho 😂  #Bajet2021 #Belanjawan2021,0.159,0.682,0.159,0,hoping students get coins hahahahhaha yall im broke tho 😂 bajet2021 belanjawan2021
2276,6/11/2020,"Increase of #taxrelief to RM8,000 on #medical expenses for self, spouse or child suffering from serious illnesses (including fees up to RM1,000 incurred by self, spouse or child for medical examination) #Belanjawan2021 #MYPwCBudget",0.195,0.746,0.059,-0.6486,increase taxrelief rm8000 medical expenses self spouse child suffering serious illnesses including fees rm1000 incurred self spouse child medical examination belanjawan2021 mypwcbudget
2277,6/11/2020,"RM6.5 billion is allocated for Bantuan Prihatin Rakyat, expected to benefit 8.1 million individuals.   #belanjawan2021 #businessunleashed #budget2021 #mahzansulaiman #kitajagakita",0,0.857,0.143,0.4588,rm65 billion allocated bantuan prihatin rakyat expected benefit 81 million individuals belanjawan2021 businessunleashed budget2021 mahzansulaiman kitajagakita
2278,6/11/2020,"To all the social media specialist, PR practitioners, media outlets, reporters etc that keeps us posted on Belanjawan 2021 deserves a raise. Here's to you guys!  https://t.co/XnyXTtnPE1",0,1,0,0,social media specialist pr practitioners media outlets reporters etc keeps us posted belanjawan 2021 deserves raise heres guys
2279,6/11/2020,BPR grants are expected to benefit 8.1 million people with an allocation of RM6.5 billion compared to 4.3 million recipients and an allocation of RM5 billion under BSH #Belanjawan2021,0,0.846,0.154,0.5994,bpr grants expected benefit 81 million people allocation rm65 billion compared 43 million recipients allocation rm5 billion bsh belanjawan2021
2281,6/11/2020,1% decrease of income tax for RM50k - RM70k taxable income #Belanjawan2021 #Bajet2021 #KitaJagaKita so far ini je la yang applicable to me 😂,0,1,0,0,1 decrease income tax rm50k rm70k taxable income belanjawan2021 bajet2021 kitajagakita far ini je la yang applicable 😂
2282,6/11/2020,Good start. #Belanjawan2021,0,0.408,0.592,0.4404,good start belanjawan2021
2283,6/11/2020,Listening to #Belanjawan2021,0,1,0,0,listening belanjawan2021
2284,6/11/2020,"Vaccination expenses such as for pneumococcal, influenza and Covid-19 will be tax exempted.  #belanjawan2021 #businessunleashed #budget2021 #mahzansulaiman #kitajagakita",0,1,0,0,vaccination expenses pneumococcal influenza covid19 tax exempted belanjawan2021 businessunleashed budget2021 mahzansulaiman kitajagakita
2285,6/11/2020,no moratorium automatik pakkiu @tzafrul_aziz  @MuhyiddinYassin  both of u can jump into the basket #Belanjawan2021 #MuhyiddinOut,0.136,0.864,0,-0.296,moratorium automatik pakkiu tzafrulaziz muhyiddinyassin u jump basket belanjawan2021 muhyiddinout
2286,6/11/2020,"Allocation of RM24 million in regards to combat mental health issues. The RM24 million would be used for rehab for substance abuse, prevention of violence as well as for the strengthening of mental health programs #belanjawan2021 #businessunleashed #mahzansulaiman #kitajagakita",0.214,0.68,0.106,-0.7506,allocation rm24 million regards combat mental health issues rm24 million would used rehab substance abuse prevention violence well strengthening mental health programs belanjawan2021 businessunleashed mahzansulaiman kitajagakita
2287,6/11/2020,#Belanjawan2021 Tenang Protection Voucher Program - RM50 voucher to B40 to purchase Tenang Protection products  https://t.co/CmzZOrGrUJ,0,1,0,0,belanjawan2021 tenang protection voucher program rm50 voucher b40 purchase tenang protection products
2288,6/11/2020,No blanketed moratorium #Belanjawan2021,0.423,0.577,0,-0.296,blanketed moratorium belanjawan2021
2289,6/11/2020,"4:49PM: To encourage Malaysians to get preventive vaccinations to curb the spread of diseases, tax exemption will be given for vaccination costs limited to RM1,000.  #Belanjawan2021 #Budget2021",0.063,0.828,0.109,0.34,449pm encourage malaysians get preventive vaccinations curb spread diseases tax exemption given vaccination costs limited rm1000 belanjawan2021 budget2021
2290,6/11/2020,Now Tonton #Belanjawan2021,0,1,0,0,tonton belanjawan2021
2291,6/11/2020,"RM 24 million to tackle mental health issues!! Kudos 👍🏻! It shows that our Gov now acknowledges the seriousness of mental health issues! Hopefully more progress can be seen! Stop stigmatisation, Start helping!  #Belanjawan2021 #mentalhealth",0.076,0.646,0.278,0.8768,rm 24 million tackle mental health issues kudos 👍🏻 shows gov acknowledges seriousness mental health issues hopefully progress seen stop stigmatisation start helping belanjawan2021 mentalhealth
2292,6/11/2020,- lowered 1% income tax rate for RM50-70k - B40 &amp; micro entrepreneurs get to delay loan payment 3 mtths or get 50% discount on monthly payments for 6 mths  #Belanjawan2021 #Budget2021,0.128,0.872,0,-0.4215,lowered 1 income tax rate rm5070k b40 micro entrepreneurs get delay loan payment 3 mtths get 50 discount monthly payments 6 mths belanjawan2021 budget2021
2293,6/11/2020,OMG I DONT WANNA LOOK SOMEONE TELL HIM #Belanjawan2021,0,1,0,0,omg dont wanna look someone tell belanjawan2021
2295,6/11/2020,"Maximum tax relief of RM8,000 is available for medical treatment, special needs and parental care expenses.  #belanjawan2021 #businessunleashed #budget2021 #mahzansulaiman #kitajagakita",0,0.667,0.333,0.8402,maximum tax relief rm8000 available medical treatment special needs parental care expenses belanjawan2021 businessunleashed budget2021 mahzansulaiman kitajagakita
2296,6/11/2020,Fiscal deficit to reduce to 5.4 pct of GDP in 2021  #AWANInews #AWANI745 #Belanjawan2021   https://t.co/ebmnxM6519,0.162,0.838,0,-0.4019,fiscal deficit reduce 54 pct gdp 2021 awaninews awani745 belanjawan2021
2297,6/11/2020,"Personal relief for medical expenses, special needs and parental care will be increased from RM5,000 to RM8,000. #bajet2021 #belanjawan2021",0,0.575,0.425,0.8779,personal relief medical expenses special needs parental care increased rm5000 rm8000 bajet2021 belanjawan2021
2298,6/11/2020,Phew all the numbers in belanjawan 2021,0,1,0,0,phew numbers belanjawan 2021
2299,6/11/2020,An expanded BPR will see RM6.5 billion handed to 8.1 million recipients under #Belanjawan2021 as compared to RM5 billion to 4.3 million recipients under BSH in 2020. Another RM2.2 billion from the Covid-19 stimulus packages is also due in January.,0,1,0,0,expanded bpr see rm65 billion handed 81 million recipients belanjawan2021 compared rm5 billion 43 million recipients bsh 2020 another rm22 billion covid19 stimulus packages also due january
2300,6/11/2020,"#Belanjawan2021 Income tax relief for medical treatment expenses for special needs &amp; parents increased from RM5,000 to RM8,000  https://t.co/0EFyr4STEm",0,0.669,0.331,0.7845,belanjawan2021 income tax relief medical treatment expenses special needs parents increased rm5000 rm8000
2303,6/11/2020,"Every government has come up with its own name for cash handouts. BR1M became BSH and is now Bantuan Prihatin Rakyat in #Belanjawan2021. In 2020, RM21b was handed to 10.6 million recipients.",0,1,0,0,every government come name cash handouts br1m became bsh bantuan prihatin rakyat belanjawan2021 2020 rm21b handed 106 million recipients
2304,6/11/2020,Wait wait wait? What about Bantuan Prihatin Rakyat (BPR) for those married couples without children??!  How about students? I need details! #Belanjawan2021,0,1,0,0,wait wait wait bantuan prihatin rakyat bpr married couples without children students need details belanjawan2021
2306,6/11/2020,Single individuals aged 21 and above get RM350 under BPR. #Belanjawan2021,0,1,0,0,single individuals aged 21 get rm350 bpr belanjawan2021
2308,6/11/2020,"Further increase in tax relief, from RM500 to RM1,000 for full health screening.  #belanjawan2021 #businessunleashed #budget2021 #mahzansulaiman #kitajagakita",0,0.748,0.252,0.6597,increase tax relief rm500 rm1000 full health screening belanjawan2021 businessunleashed budget2021 mahzansulaiman kitajagakita
2311,6/11/2020,- BSH change name to BPR - bantuan prihatin rakyat - Households with kids &lt;5k gets RM500-1.8 depending on income and num of kids - individuals also get but i missed the numbers coz someone messed up the slides lol  #Belanjawan2021 #Budget2021,0.135,0.78,0.085,-0.296,bsh change name bpr bantuan prihatin rakyat households kids lt5k gets rm50018 depending income num kids individuals also get missed numbers coz someone messed slides lol belanjawan2021 budget2021
2313,6/11/2020,Ade manis2 tak ? #Belanjawan2021,0,1,0,0,ade manis2 tak belanjawan2021
2314,6/11/2020,"Personal tax relief for full health screening will be increased from RM500 to RM1,000. #bajet2021 #belanjawan2021",0,0.729,0.271,0.6369,personal tax relief full health screening increased rm500 rm1000 bajet2021 belanjawan2021
2315,6/11/2020,"There will be an expansion of tax relief for vaccination up to RM1,000 for self, spouse and children. #Belanjawan2021 #MYPwCBudget",0,0.86,0.14,0.4767,expansion tax relief vaccination rm1000 self spouse children belanjawan2021 mypwcbudget
2316,6/11/2020,"Maximum tax relief of RM8,000 is available for individual, spouse and children's medical expenses relating to serious medical ailments.   #belanjawan2021 #businessunleashed #budget2021 #mahzansulaiman #kitajagakita",0.049,0.833,0.117,0.4215,maximum tax relief rm8000 available individual spouse childrens medical expenses relating serious medical ailments belanjawan2021 businessunleashed budget2021 mahzansulaiman kitajagakita
2318,6/11/2020,#Belanjawan2021 BPR making a comeback  Bumiputera Rockers,0,1,0,0,belanjawan2021 bpr making comeback bumiputera rockers
2319,6/11/2020,"The maximum tax relief for individual, spouse and children's medical expenses for serious medical ailments raised to RM8,000 from RM6,000.  #Budget2021 #Belanjawan2021",0.053,0.82,0.127,0.4215,maximum tax relief individual spouse childrens medical expenses serious medical ailments raised rm8000 rm6000 budget2021 belanjawan2021
2321,6/11/2020,BPR for 2021 #Belanjawan2021,0,1,0,0,bpr 2021 belanjawan2021
2322,6/11/2020,"Dei can y'all stop hitting the table ah, this is a budget session #Belanjawan2021",0.155,0.845,0,-0.296,dei yall stop hitting table ah budget session belanjawan2021
2323,6/11/2020,"4:44PM: RM24mil will be allocated to address mental health issues through strengthening of the Mental Health, Terrorism and Injury Prevention Program.  #belanjawan2021 #Budget2021",0.242,0.654,0.105,-0.6369,444pm rm24mil allocated address mental health issues strengthening mental health terrorism injury prevention program belanjawan2021 budget2021
2326,6/11/2020,"next week discussion mesti ada about #Belanjawan2021 so, be prepared 😎",0,0.805,0.195,0.2911,next week discussion mesti ada belanjawan2021 prepared 😎
2328,6/11/2020,On #COVID19 response: RM1 billion has been allocated to curb a third wave of COVID-19 #Belanjawan2021 #MYPwCBudget,0,1,0,0,covid19 response rm1 billion allocated curb third wave covid19 belanjawan2021 mypwcbudget
2329,6/11/2020,im so tired but there’s belanjawan 2021 n Georgia’s narrow ballot count I think Ill postpone my nap lah,0.368,0.632,0,-0.799,im tired theres belanjawan 2021 n georgias narrow ballot count think ill postpone nap lah
2332,6/11/2020,so far so good  #Belanjawan2021,0,0.496,0.504,0.6213,far good belanjawan2021
2333,6/11/2020,Health care is getting the big chunk from 👍#Belanjawan2021 #Bajet2021 #KitaJagaKita,0,0.758,0.242,0.4939,health care getting big chunk 👍belanjawan2021 bajet2021 kitajagakita
2334,6/11/2020,"The government agrees to expand the scope of tax reliefs - now including relief of RM1,000 for vaccination of individuals, their spouses and children.  #belanjawan2021 #businessunleashed #budget2021 #mahzansulaiman #kitajagakita",0,0.716,0.284,0.8176,government agrees expand scope tax reliefs including relief rm1000 vaccination individuals spouses children belanjawan2021 businessunleashed budget2021 mahzansulaiman kitajagakita
2335,6/11/2020,"To honour the sacrifices of frontline workers in handling the Covid-19 pandemic, the government has agreed to a one-off payment of RM500 to them, which is expected to benefit 100,000 people.  #Budget2021 #Belanjawan2021",0,0.767,0.233,0.8316,honour sacrifices frontline workers handling covid19 pandemic government agreed oneoff payment rm500 expected benefit 100000 people budget2021 belanjawan2021
2336,6/11/2020,- Extra tax relief overall for medical related stuff - mySalam will now also cover things like heart stents and prostetics - RM50 for B40 for insurance - more money for seniors and OKU and poor kids #Belanjawan2021 #Budget2021,0.076,0.786,0.138,0.3612,extra tax relief overall medical related stuff mysalam also cover things like heart stents prostetics rm50 b40 insurance money seniors oku poor kids belanjawan2021 budget2021
2338,6/11/2020,"One-off payment of RM500 to be given to frontline workers handling the Covid-19 pandemic which is expected to benefit around 100,000 people #belanjawan2021 #businessunleashed #budget2021 #mahzansulaiman #kitajagakita",0,0.897,0.103,0.4588,oneoff payment rm500 given frontline workers handling covid19 pandemic expected benefit around 100000 people belanjawan2021 businessunleashed budget2021 mahzansulaiman kitajagakita
2340,6/11/2020,"Personal tax relief for serious illnesses will be increased from RM6,000 to RM8,000. #bajet2021 #belanjawan2021",0.217,0.531,0.251,0.1779,personal tax relief serious illnesses increased rm6000 rm8000 bajet2021 belanjawan2021
2341,6/11/2020,Widened the scope of MySalam to include stents &amp; prosthesis! Kudos Gov of Malaysia!  #Belanjawan2021,0,0.783,0.217,0.5972,widened scope mysalam include stents prosthesis kudos gov malaysia belanjawan2021
2344,6/11/2020,wow seems like health/public health comes first for #belanjawan2021,0,0.526,0.474,0.743,wow seems like healthpublic health comes first belanjawan2021
2345,6/11/2020,Frontliners dapat 500 one off. 👍 #Belanjawan2021,0,1,0,0,frontliners dapat 500 one 👍 belanjawan2021
2346,6/11/2020,"4:42PM: Tax relief for medical expenses of serious medical ailments raised from RM6,000 to RM8,000.  #Belanjawan2021 #Budget2021",0.067,0.773,0.16,0.4215,442pm tax relief medical expenses serious medical ailments raised rm6000 rm8000 belanjawan2021 budget2021
2348,6/11/2020,"This is somehow better, if not on par with all the news I’m following today  #Elections2020  #Belanjawan2021  #iOS14",0,0.854,0.146,0.4404,somehow better par news im following today elections2020 belanjawan2021 ios14
2350,6/11/2020,i can't help but notice that our finance minister's skin looks good #Belanjawan2021,0.105,0.646,0.249,0.4975,cant help notice finance ministers skin looks good belanjawan2021
2351,6/11/2020,rm24 mil for better mental health care in this country? this is a good start to #Belanjawan2021,0,0.591,0.409,0.8402,rm24 mil better mental health care country good start belanjawan2021
2352,6/11/2020,Budget 2021 Objectives: 1. Nation's wellbeing 2. Business continuity 3. Resilience of the economy  #belanjawan2021 #businessunleashed #budget2021 #mahzansulaiman #kitajagakita,0,1,0,0,budget 2021 objectives 1 nations wellbeing 2 business continuity 3 resilience economy belanjawan2021 businessunleashed budget2021 mahzansulaiman kitajagakita
2355,6/11/2020,"For 2021, the government said it will allocate RM1bil more to fight the third wave of the Covid-19 pandemic. #Budget2021 #Belanjawan2021",0.126,0.874,0,-0.4364,2021 government said allocate rm1bil fight third wave covid19 pandemic budget2021 belanjawan2021
2356,6/11/2020,The government will allocate an additional RM1 billion in #Belanjawan2021 to overcome the third wave of COVID-19 and to ensure #KesejahteraanRakyat.,0,0.885,0.115,0.3818,government allocate additional rm1 billion belanjawan2021 overcome third wave covid19 ensure kesejahteraanrakyat
2357,6/11/2020,Hoping for better future 🙏🏻 #Belanjawan2021,0,0.412,0.588,0.6908,hoping better future 🙏🏻 belanjawan2021
2358,6/11/2020,"Why I couldn't care less about #Belanjawan2021    MPs have been told to just accept what is being offered by PN in its budget from the get go.  It is beyond ridiculous. Thus, I no longer wish to hope for anything from the Malaysian ""government"". I am so done. Thank you.",0.126,0.686,0.188,0.5647,couldnt care less belanjawan2021 mps told accept offered pn budget get go beyond ridiculous thus longer wish hope anything malaysian government done thank
2361,6/11/2020,Higher tax for the freaking top 1%! ✊🏻 #Belanjawan2021,0.26,0.589,0.151,-0.3164,higher tax freaking top 1 ✊🏻 belanjawan2021
2363,6/11/2020,"4:40PM: To honour the hard work and sacrifices of frontliners, the government has agreed to a one-off payment of RM500 to them, which is expected to benefit 100,000 people.  #Budget2021 #Belanjawan2021",0.039,0.718,0.243,0.8126,440pm honour hard work sacrifices frontliners government agreed oneoff payment rm500 expected benefit 100000 people budget2021 belanjawan2021
2365,6/11/2020,4:37PM: The government will raise the ceiling of the Kumpulan Wang COVID-19 by RM20bil to RM65bil to fund the Kita Prihatin initiative.  #Belanjawan2021 #Budget2021,0,1,0,0,437pm government raise ceiling kumpulan wang covid19 rm20bil rm65bil fund kita prihatin initiative belanjawan2021 budget2021
2366,6/11/2020,"100,000 health frontliners will receive a one-off payment of RM500 #Belanjawan2021 #Budget2021",0,1,0,0,100000 health frontliners receive oneoff payment rm500 belanjawan2021 budget2021
2367,6/11/2020,Shopee Live: Santai² Belanjawan 2021. Watch  https://t.co/p1EwpXf412's live now:  https://t.co/lZiyhJBpmk  https://t.co/NLEbegcPsG,0,1,0,0,shopee live santai² belanjawan 2021 watch live
2369,6/11/2020,Malaysia to unveil RM322.5bil of expansionary budget to accelerate pandemic recovery  #belanjawan2021 #businessunleashed #budget2021 #mahzansulaiman #kitajagakita,0,1,0,0,malaysia unveil rm3225bil expansionary budget accelerate pandemic recovery belanjawan2021 businessunleashed budget2021 mahzansulaiman kitajagakita
2370,6/11/2020,"The country's economy is expected to develop at a rate of 6.5% to 7.5% in 2021, with the support of the stimulus package #Belanjawan2021 and with the growth of  the global economy.",0,0.845,0.155,0.6486,countrys economy expected develop rate 65 75 2021 support stimulus package belanjawan2021 growth global economy
2371,6/11/2020,"More money to fight COVID - 1bill - to fight third wave. - testing kits, PPE, medical equipment but i question the relation with facilliti pergigian? - Rm500 for frontliners - expanded scope on tax relief for COVID related perbelanjaan  #Belanjawan2021 #Budget2021",0.094,0.805,0.101,0.3152,money fight covid 1bill fight third wave testing kits ppe medical equipment question relation facilliti pergigian rm500 frontliners expanded scope tax relief covid related perbelanjaan belanjawan2021 budget2021
2372,6/11/2020,Somehow the US #Elections2020 is more interesting than our #Belanjawan2021 right now. It’s nail biting!!!! Come on #BidenHarris !!,0,0.812,0.188,0.6323,somehow us elections2020 interesting belanjawan2021 right nail biting come bidenharris
2374,6/11/2020,Laiii bring me on #Belanjawan2021,0,1,0,0,laiii bring belanjawan2021
2376,6/11/2020,pemberian one off RM500 to frontliners. i said deserved!  #Belanjawan2021,0,1,0,0,pemberian one rm500 frontliners said deserved belanjawan2021
2377,6/11/2020,One off RM500 kepada frontliner #Belanjawan2021,0,1,0,0,one rm500 kepada frontliner belanjawan2021
2378,6/11/2020,"Malaysia's GDP to show signs of recovery, from -28.6% in April to -3.2% in June.  #belanjawan2021 #businessunleashed #budget2021 #mahzansulaiman #kitajagakita",0,1,0,0,malaysias gdp show signs recovery 286 april 32 june belanjawan2021 businessunleashed budget2021 mahzansulaiman kitajagakita
2379,6/11/2020,t e r m o m e t e r #Bajet2021 #Belanjawan2021  https://t.co/cyd4BDnlh5,0,1,0,0,e r e e r bajet2021 belanjawan2021
2380,6/11/2020,"First big piece of news for #Belanjawan2021 is that economic contraction is expected to be 4.5% this year, but rebound by 6.5 to 7.5% in 2021. Can anyone say low-base effect?",0,1,0,0,first big piece news belanjawan2021 economic contraction expected 45 year rebound 65 75 2021 anyone say lowbase effect
2382,6/11/2020,"The 2021 budget for SPR is RM200mil, indicate the election maybe held anytime soon. #Belanjawan2021",0,1,0,0,2021 budget spr rm200mil indicate election maybe held anytime soon belanjawan2021
2383,6/11/2020,"6R  Resolve, resilience, restart, recovery, revitalise &amp; reform.  #Belanjawan2021 #Budget2021",0,0.776,0.224,0.3818,6r resolve resilience restart recovery revitalise reform belanjawan2021 budget2021
2384,6/11/2020,4:34PM: The three main objectives of Budget 2021 First: The wellbeing of the people Second: Business continuity Third: Resilience of the economy  #Budget2021 #Belanjawan2021,0,1,0,0,434pm three main objectives budget 2021 first wellbeing people second business continuity third resilience economy budget2021 belanjawan2021
2385,6/11/2020,Putrajaya: 1MDB still RM32 Billion in debt. #Belanjawan2021,0.263,0.737,0,-0.3612,putrajaya 1mdb still rm32 billion debt belanjawan2021
2386,6/11/2020,"The three areas of focus for this year's #Budget2021: rakyat's prosperity, business continuity and economic resilience #bajet2021 #belanjawan2021",0,1,0,0,three areas focus years budget2021 rakyats prosperity business continuity economic resilience bajet2021 belanjawan2021
2387,6/11/2020,"""6Rs?"" 🙄  ""Resolve. Resilience. Restart. Recovery. Revitalize. Reform.""  There's always a glut of buzzwords attached to anything that only promises the appearance of substance.  Also, ""reform""? Didn't know I was watching a stand-up routine.  #Belanjawan2021",0,0.91,0.09,0.4515,6rs 🙄 resolve resilience restart recovery revitalize reform theres always glut buzzwords attached anything promises appearance substance also reform didnt know watching standup routine belanjawan2021
2388,6/11/2020,Free PS5 for everyone? #Belanjawan2021 it's possible if we cut MPs salary and allowance,0.121,0.69,0.19,0.296,free ps5 everyone belanjawan2021 possible cut mps salary allowance
2390,6/11/2020,"Around RM322.5 billion will be allocated into #Belanjawan2021 - RM236.5 billion (73.3%) for operational expenses, RM69 billion (21.4%) for development expenses, and RM17 billion (5.3%) for the #COVID19 fund.",0,1,0,0,around rm3225 billion allocated belanjawan2021 rm2365 billion 733 operational expenses rm69 billion 214 development expenses rm17 billion 53 covid19 fund
2391,6/11/2020,me adulting #USElectionResults #Belanjawan2021,0,1,0,0,adulting uselectionresults belanjawan2021
2392,6/11/2020,4:31PM: The national economy is expected to recover by 6.5% to 7.5% in the coming year.  #Budget2021 #Belanjawan2021,0,1,0,0,431pm national economy expected recover 65 75 coming year budget2021 belanjawan2021
2393,6/11/2020,"The country's #GDP is showing signs of recovery, from -28.6% in April to -3.2% in June #bajet2021 #belanjawan2021",0,1,0,0,countrys gdp showing signs recovery 286 april 32 june bajet2021 belanjawan2021
2394,6/11/2020,Did the slides just say 14 buah negeri? #Belanjawan2021,0,1,0,0,slides say 14 buah negeri belanjawan2021
2395,6/11/2020,"My lecturer spoke in RTM yesterday about Belanjawan 2021. He's so fluent in English, now I can see his struggle to explain his points in BM. 😅",0.087,0.913,0,-0.3182,lecturer spoke rtm yesterday belanjawan 2021 hes fluent english see struggle explain points bm 😅
2396,6/11/2020,COVID: The Movie #Belanjawan2021 #Bajet2021  https://t.co/1NeKKhnnQW,0,1,0,0,covid movie belanjawan2021 bajet2021
2397,6/11/2020,waiting for any belanjawan 2021 content to get viral in my timeline,0,1,0,0,waiting belanjawan 2021 content get viral timeline
2399,6/11/2020,Malaysia's 6.5% - 7.5% GDP growth in 2021 would be the highest in 10 years. But I guess we're going off a reduced base from the damage from 2020 (-4.5% to -5.5% this year)  #budget2021 #Belanjawan2021,0.087,0.842,0.071,-0.1531,malaysias 65 75 gdp growth 2021 would highest 10 years guess going reduced base damage 2020 45 55 year budget2021 belanjawan2021
2400,6/11/2020,Let see what #Belanjawan2021 offer us rakyat,0,1,0,0,let see belanjawan2021 offer us rakyat
2401,6/11/2020,"“saya terharu dengan hashtag #KitaJagaKita “ it was made for us BY us because the YOU, government is incompetent ??? #Belanjawan2021",0.161,0.839,0,-0.5632,saya terharu dengan hashtag kitajagakita made us us government incompetent belanjawan2021
2402,6/11/2020,Malaysian politics &gt; US politics.   Always. 100%.   #Belanjawan2021,0,1,0,0,malaysian politics gt us politics always 100 belanjawan2021
2404,6/11/2020,Malaysia goes BRRRRRRRR #MalaysiaGoesBRRR #Budget2021 #Belanjawan2021 #Bitcoin,0,1,0,0,malaysia goes brrrrrrrr malaysiagoesbrrr budget2021 belanjawan2021 bitcoin
2407,6/11/2020,Listening to this while working👂🏻 #Belanjawan2021 #Budget2021  https://t.co/X3w77X2CeX,0,1,0,0,listening working👂🏻 belanjawan2021 budget2021
2408,6/11/2020,Oi.. not your place to use #kitajagakita or even mention it. Shadap! #Belanjawan2021,0,1,0,0,oi place use kitajagakita even mention shadap belanjawan2021
2409,6/11/2020,Is this political maturity? #Belanjawan2021,0,1,0,0,political maturity belanjawan2021
2410,6/11/2020,My left brain-wait Georgia to update and announce Biden My right brain- #Belanjawan2021,0,1,0,0,left brainwait georgia update announce biden right brain belanjawan2021
2411,6/11/2020,6R Resolve Resilience Restart Recovery Revitalize Reform #Belanjawan2021,0,0.729,0.271,0.3818,6r resolve resilience restart recovery revitalize reform belanjawan2021
2414,6/11/2020,#Belanjawan2021 is live now.,0,1,0,0,belanjawan2021 live
2415,6/11/2020,This better not mean there are two more RMCOs coming... #Bajet2021 #Belanjawan2021  https://t.co/FB14y38nIL,0,0.805,0.195,0.4404,better mean two rmcos coming bajet2021 belanjawan2021
2416,6/11/2020,Now watching #Belanjawan2021,0,1,0,0,watching belanjawan2021
2417,6/11/2020,"US politics can wait, #Belanjawan2021 comes first",0,1,0,0,us politics wait belanjawan2021 comes first
2418,6/11/2020,"Give us some good surprises,  @tzafrul_aziz #Belanjawan2021",0,0.51,0.49,0.5859,give us good surprises tzafrulaziz belanjawan2021
2419,6/11/2020,Hope the best for #Belanjawan2021,0,0.297,0.703,0.7964,hope best belanjawan2021
2420,6/11/2020,Resolve Resilience Restart Recovery Revitalize Reform  #Belanjawan2021,0,0.698,0.302,0.3818,resolve resilience restart recovery revitalize reform belanjawan2021
